DAYS_ACTIVE,TOTAL_CONTRACTS_INTERACTED_WITH,TOTAL_LP_POOLS,LENDING_DEPOSIT_TX_COUNT,BORROW_TX_COUNT,AGE_IN_WEEKS,GOVERNANCE_VOTE_COUNT,TX_PER_WK,AVG_TX_VALUE_USD,TOTAL_STAKED,TOTAL_STAKED_ALLTIME,TOTAL_STABLECOINS_SENT,TOTAL_SENT_TO_CONTRACTS,TOTAL_LP_USD,LENDING_DEPOSIT_VOLUME,BORROW_VOLUME,TOTAL_STABLECOIN_SWAPPED_OUT,TOTAL_NON_STABLECOIN_SWAPPED_OUT,TOTAL_FLOW_USD,TOTAL_FLOW_STABLECOINS,TOTAL_FLOW_AVAX
1.0,0.1915459349786628,0.5250626847470453,0.28824135675244766,0.47056499531009455,0.12061530585917088,0.12768099572719838,0.1699086492455654,0.032445996132318286,0.16108579136980955,0.2376878300480383,0.17776931791445064,0.33323868251142497,0.39534889137878976,0.2707216405385288,0.37328289965895467,0.30080252008673086,0.38589440056009355,0.011679221821655492,0.013031758796985812,0.011340601580645662
0.1915459349786628,1.0,0.07312419043230745,0.14610002345783582,0.2478585120586348,0.0005211991780024768,-0.027754226081453216,0.6260019734404215,-0.0002455408187261934,0.008454410080417522,0.13092091700093442,-0.006262677812413651,0.05120676950143385,0.051959895961457996,0.1284531401383617,0.19943491287447898,0.013899227616806587,0.056117508972052886,0.02541853583449329,0.007412399832276072,0.0012710054439064441
0.5250626847470453,0.07312419043230745,1.0,0.1709768517420004,0.36047156454309476,0.13118665042671288,0.13448441255058963,0.2058760801251551,0.03201866385481097,0.1783550438059996,0.22187177815006423,0.35149152560113966,0.4395391721306452,0.48180287048105847,0.2939879043813765,0.3494083679367149,0.4659340653361162,0.4658439929434461,0.07302891220167756,0.03224623750162278,0.017107332642102006
0.28824135675244766,0.14610002345783582,0.1709768517420004,1.0,0.7414334371085084,0.046287369046740655,-0.07416751774679721,0.10725482564342251,0.027039815302413724,0.04105203631891231,0.28434774044658445,0.17508630036647202,0.1830430139393832,0.19108654128020067,0.21696732912594927,0.3740739902963531,0.17946250173550765,0.16687689153736104,0.008168402488417468,0.00579114894127258,0.0024704436463309862
0.47056499531009455,0.2478585120586348,0.36047156454309476,0.7414334371085084,1.0,0.1470772464226447,-0.46967550418240633,0.14451170233955132,0.06973755445213867,0.16582067252134514,0.40373424797583357,0.40980998859486445,0.4435440300143417,0.4407266561628281,0.42748852786526514,0.48134202135478593,0.3964885955195356,0.43506198230985915,0.010491797941608578,-0.04402362704590985,0.0040538182347307885
0.12061530585917088,0.0005211991780024768,0.13118665042671288,0.046287369046740655,0.1470772464226447,1.0,0.17050478324307983,-0.044908399434251664,	-1.1023428380257326e-06,0.08229282430222157,0.23680937283807796,0.04136576174853767,0.2606844587459176,0.192377783245325,0.22743227632659702,0.3539633429216561,0.19383291888917617,0.13290401626094392,-0.015776882366845806,-0.003148443588310334,0.026209362936906785
0.12768099572719838,-0.027754226081453216,0.13448441255058963,-0.07416751774679721,-0.46967550418240633,0.17050478324307983,1.0,-0.04901011607716556,-0.022717086816625265,0.10195937618535154,-0.0902663594275097,0.11397988357431028,0.040803526723237636,-0.028814742883406817,0.07275822600003158,0.14812245535502122,0.007923095920957102,0.00763341085829974,0.02776760311013749,-0.04274410968366011,-0.022366388475893915
0.1699086492455654,0.6260019734404215,0.2058760801251551,0.10725482564342251,0.14451170233955132,-0.044908399434251664,-0.04901011607716556,1.0,0.0031665492919344235,0.03543567286910043,0.06791110513589035,-0.05022444806585965,0.1726910387185337,0.15405347194325658,0.17189096343524402,0.1775920610729408,0.06438123218756102,0.1388296399569663,0.06394463176520537,0.008689361477029861,0.005287163226736895
0.032445996132318286,-0.0002455408187261934,0.03201866385481097,0.027039815302413724,0.06973755445213867,	-1.1023428380257326e-06,-0.022717086816625265,0.0031665492919344235,1.0,0.036573480392934676,0.24232674655464045,0.13643776577278816,0.07123576774345951,0.17154382316007452,0.3287154520735522,0.32784914278241056,0.14757048735266884,0.08591351448594314,0.2103821479417722,-0.021142951888837812,0.21381604378141036
0.16108579136980955,0.008454410080417522,0.1783550438059996,0.04105203631891231,0.16582067252134514,0.08229282430222157,0.10195937618535154,0.03543567286910043,0.036573480392934676,1.0,0.4559705569362991,0.05278035978152341,0.23334676456801395,0.13045371179138335,0.030052630854882235,0.03506827147539132,0.1714350964940455,0.19598728098652124,-0.002971120259643392,0.008894693071481994,-0.004881699174581992
