ADDRESS,TOTAL_STAKED,LP_DEPOSIT_VOLUME,LP_DEPOSIT_COUNT,LP_POOL_COUNT,LP_PLATFORM_COUNT,LENDING_DEPOSIT_VOLUME,LENDING_DEPOSIT_TX_COUNT,BORROW_VOLUME,BORROW_TX_COUNT,TOTAL_STABLECOIN_SWAPPED_OUT,NFT_TX_COUNT,NFT_PURCHASE_VOLUME,DISTINCT_NFT_MARKETS,TOTAL_MINTS,DISTINCT_NFT_COLLECTIONS,STABLECOIN_SENT_VOLUME,UNIQUE_TOKENS,TX_PER_WEEK,AVG_TX_VALUE,TOTAL_SENT_TO_CONTRACTS,TOTAL_DISTINCT_CONTRACTS,DAYS_ACTIVE,TENURE_IN_WEEKS,DAYS_SINCE_LAST_SEEN,GOVERNANCE_VOTE_COUNT
0x06025812fde95f375e3ddaf503e8e25e2724d4e2,0,1512.859387724,6,7,2,"null","null","null","null",0,0,0,0,0,0,0,5,22.040541,17.025459901,1430.062157,206,74,13,1,25
0x0238b9bb23af9221488ac4d8c0bda0e08e9d130d,52,228022.02864898,847,278,10,7594.63,49,785.53,3,21884.17,0,0,0,73,1,35833.4,43,221.349515,142.825699217,225734.647770193,1433,103,13,1,3
0x04e20067bc7cfd1bd270c1705d962dcdb7dba5dc,0,28.677257785,2,3,2,"null","null","null","null",2.48,0,0,0,0,0,28.5,2,24.5,7.518571429,19.06,5,2,13,5,6
0x00ff6b7d26407a46af2b631b4fa452a036d027e5,"null","null","null","null","null","null","null","null","null","null",0,0,0,0,0,0,1,7,474.36,0,1,1,6,41,1
0x0c353b5c63e24e5e7a1128d0a318c7b84e9d37a1,0,8902.045325787,19,8,2,"null","null","null","null",0,0,0,0,0,0,0,17,373.978723,17.907046511,42721.763699111,3319,94,13,1,1
0x008eeb180f9fb7190b8f2c0ed1beef92fb2ddf32,0,"null","null","null","null","null","null","null","null","null",0,0,0,0,0,99998.17,2,15.4,20146.957272727,111219.7,6,5,10,46,2
0x04b88e1255463ef58877388e1e0fa3d457179411,0,2429.633412627,29,8,3,"null","null","null","null",49.04,0,0,0,0,0,45,5,29.75,80.162941176,2433.25,29,20,13,4,6
0x03000a0ecb1898040c26cd418570cd480775f0da,0,373.668623852,4,5,3,"null","null","null","null",167.18,0,0,0,0,0,360.79,2,21,74.798888889,401.07,7,3,5,39,6
0x0393c89103718ecbcef016668e4d510c6d36aa29,0,630.012581549,9,14,4,"null","null","null","null",44.16,0,0,0,3,1,0,18,62.78125,67.553090758,10656.468,400,64,13,1,1
0x077c6a6d88cc00b626bb833a7da21a4c7b08c2ef,0,"null","null","null","null","null","null","null","null","null",0,0,0,0,0,0,3,31.208333,310.764766355,7961.61,44,24,12,6,1
0x08f98a9292c68620cbe76fdf4003b26366c392a6,0,6325.911571627,36,40,8,27.43,1,"null","null",186.53,12,1185.425250093,1,20,11,0,15,20.017544,396.236319018,25934.79,99,57,13,2,11
0x09e9c8440b506f233041d8e7d0bbe6a47c773f39,0,"null","null","null","null","null","null","null","null",0,0,0,0,0,0,369.78,11,17.684211,198.991041667,1636.8,12,19,13,5,1
0x035b30f00459f6a8a96e56bc248d0c60bdebab99,"null",58.655781632,1,2,2,"null","null","null","null",58.65,0,0,0,0,0,29.21,1,7,29.21,29.21,1,1,7,50,1
0x0bddc146d2eeb4f3e26ce44382dad1c41b67b0d9,0,16.818209386,1,1,1,"null","null","null","null",0,0,0,0,0,0,0,3,18,10.817777778,16.82,3,7,11,4,2
0x05582f0590f4f7ad94cd287fbe07749f6d21f402,0,951.796103773,12,7,3,"null","null","null","null",0,0,0,0,3,1,0,17,48.716216,142.57465396,15793.780597624,233,74,13,1,1
0x06bef58cfcf9c9743413ccc670928626ea34eba6,0,361248.281523127,2,3,3,"null","null","null","null",754.8,0,0,0,0,0,754.8,3,35,302.468,755.01,2,1,12,85,1
0x0258b940e5972ac79920cdbf7c775d2ce707166e,0,209.811942418,2,2,2,"null","null","null","null",99.72,0,0,0,0,0,99.72,2,63,47.351111111,213.07,4,1,12,84,2
0x0676e18ac8188a81f966c4f3dad1ec6f42dd2e85,0,19359.211137296,4,26,8,"null","null","null","null",10425.14,0,0,0,0,0,11616.22,2,21,5175.222222222,23505.96,5,3,10,41,1
0x02f6b1fdca6ce98fbc0f76f2b264d9c0518d99a9,"null","null","null","null","null","null","null","null","null","null",0,0,0,0,0,0,2,14,8.035,2.23,2,1,3,25,2
0x01fb312ef71f9e3f430bd3a9cc2cfadae9e16325,0,"null","null","null","null","null","null","null","null","null",0,0,0,0,0,0,4,16.333333,20.882857143,22.73,2,3,10,68,2
0x00dabf217c4ccab3d9ac66084e87ba399624d248,0,8813.56969968,3,5,5,"null","null","null","null",0,0,0,0,3,3,1499.96,5,21,1984.248333333,8813.58,5,4,10,3,1
0x0137f27ea78fc09bb3948f337989e681610643ca,0,5487.425162753,62,96,9,"null","null","null","null",1204.64,0,0,0,0,0,2021.61,21,42.890909,76.230941898,4775.866733587,178,55,12,3,39
0x016463e06a49e23f3aaad65e4ac5ba995e19d926,"null","null","null","null","null","null","null","null","null","null",0,0,0,0,0,34.1,1,14,17.05,0,2,1,12,83,4
0x0308cbccd5e1a570c2b5797456fb56ba510713fb,0,563.069961156,2,3,2,"null","null","null","null",341.46,0,0,0,0,0,122.75,2,14,126.1925,346.42,2,2,13,60,1
0x0783abc1e6f1eb93b80024a056492e314d949986,0,"null","null","null","null","null","null","null","null",0,0,0,0,0,0,0,4,38.5,4267.923636364,632.63,6,2,10,38,6
0x0563303f0e03c5d686c542b46921fdacd09bb77b,0,54637.827249741,89,32,6,"null","null","null","null",12310.72,2,161.908576,2,4,3,7201.12,21,212.854369,46.411233883,68951.876956,2210,103,13,1,1
0x0aea418010e9626a9fe5da91bbaf151ace3ce565,0,19.415993389,1,1,1,"null","null","null","null",19.42,0,0,0,0,0,19.59,2,14,22.8,19.59,1,1,12,82,2
0x0ab4dcd5e3c1b918f34a13b475fe20af1147e8cf,0,63.697144825,1,1,1,"null","null","null","null",0,0,0,0,0,0,0,4,13.125,15.825333333,63.86,2,8,1,6,11
0x067019f6c5afbcb6d82a014fd58f5b15ba8ea32e,0,1226.450060365,11,10,5,"null","null","null","null",1.28,0,0,0,0,0,0,4,32.846154,73.340983607,1461.63,35,13,10,16,7
0x034355c464db87bc3adc55c8ce0f6584b3fe9eea,0,223.341305274,6,3,3,"null","null","null","null",0,0,0,0,0,0,0,3,21.84,36.211794872,287.59,30,25,13,1,1
0x09fadbd76622b9e674166f06fad15e63b5aa76ef,0,559.768590401,9,13,4,"null","null","null","null",355.17,0,0,0,0,0,357.21,4,77,41.876666667,358.74,17,3,9,56,1
0x04704ecaab8f063b76a6f2ff45d2f414f0acaa68,0,60.034948878,1,1,1,"null","null","null","null",60.03,0,0,0,0,0,120.06,2,28,60.0225,60.03,2,1,13,90,3
0x069c24b8f91abad5ac634248b3c6739c31df900c,0.82,1388.936381718,9,11,5,"null","null","null","null",30.86,0,0,0,0,0,409.49,11,66.5,48.08349038,844.155,16,6,10,1,1
0x07c0a96f2f70b104f433a0295234e4ec8fce6f4b,0,5.474924118,3,1,1,"null","null","null","null",0,0,0,0,0,0,0,3,23.8,37.232352941,13.55,10,5,12,68,1
0x06b97569cce3f8a46482c045d580aaf5e3e99791,0,345.908834774,5,6,4,102.66,1,"null","null",20,0,0,0,0,0,3040.71,4,84,788.78,3188.04,7,1,1,7,6
0x0301b1f784627092cd4dc430321439d71cf39aba,0,7766.526738661,22,35,4,45.2,1,"null","null",2984.9,1,25.1913,1,0,1,2893.01,8,19.133333,161.186219512,4868.67,43,30,13,3,1
0x096cb3df4cff6a58589ec71478406b2e6a12fe37,0,195.193926993,5,4,3,"null","null","null","null",0,0,0,0,0,0,0,10,269.111111,184.483520555,9207.37,1379,27,10,1,1
0x0b8ee137aab4d6084c1b63db7687879eccc26ddf,0,186.046626348,8,7,4,"null","null","null","null",1.53,0,0,0,1,1,0,8,28.35,18.240987654,386.34,26,20,12,2,1
0x0b1197f435cf084e4658c30df44a3697a87816dc,0,76.365265919,1,1,1,"null","null","null","null",76.37,0,0,0,0,0,76.37,10,32.666667,36.497142857,76.52,2,3,6,46,1
0x0d9a1b704f3d916a7905de91d69a033314856ea0,0,"null","null","null","null","null","null","null","null","null",0,0,0,0,0,549.74,1,14,549.745,0,1,1,0,1,9
0x0af2a0b513a7c4941278fdc3ec40857d3bb40150,0,105236.905103295,15,20,6,"null","null","null","null",25181.62,0,0,0,0,0,28996.49,4,42.777778,2027.774363636,56009.48,27,9,6,1,4
0x00a21bf8d6abeb3d32458363b4ee5fb3440f07ff,0,414.208086113,2,8,3,"null","null","null","null",315.61,0,0,0,0,0,242.97,3,10.5,164.645555556,243.23,4,6,9,14,2
0x0d5e107992ebbfa97fa75cad9125314376152618,57092.4,95379.358509272,19,46,9,66478.06,11,8060,1,4687.2,0,0,0,0,0,47660.57,10,46.8125,4071.93364486,217267.14,39,16,12,10,9
0x091b3bbda565233cafc82d1d1f973a1d2df906c6,0,2878.931702795,35,17,5,"null","null","null","null",1120.34,0,0,0,0,0,438.8,8,58.863636,16.138734783,3508.549422304,176,66,13,1,1
0x0054907df2b9b1ea6a1527c501b7165a007ed983,0,8185.686994178,20,33,6,1486.81,3,"null","null",158.46,4,154.9512,1,2,3,2143.87,9,29.75,242.22888317,19032.939,99,40,13,1,1
0x00bdef65125c4a30d7916a05c5c8616e65810adc,0,70.982236093,2,3,2,"null","null","null","null",10.15,0,0,0,0,0,10.15,5,12.25,19.222857143,60.81,2,4,6,3,1
0x01f3c68599f1c21c9bc410d7641e08fd7f5edc92,0,40.041876534,2,3,2,"null","null","null","null",20.04,0,0,0,0,0,31.63,5,119,43.690588235,20,8,1,3,22,7
0x0dd6722bee96d9a7a13937f6dc1951c1ff5b7173,"null","null","null","null","null","null","null","null","null","null",0,0,0,0,0,2209.74,1,7,2209.74,2209.74,1,1,11,81,1
0x0d97664514ff1aa540b81fe14fbebd3b088285a4,0,"null","null","null","null","null","null","null","null","null",0,0,0,0,0,9700,1,7,9723.42,0,1,2,11,81,1
0x073d009c689b474c1314c4d6d8cff11ef82a2ca6,0,10370.941280194,5,16,7,37.97,2,"null","null",135.41,0,0,0,3,3,42.32,4,24.5,2067.869285714,10033.17,8,4,10,3,1
0x0617eba8ae238d6847a715e9d9d69ae8e1d501dd,0,446.987499913,5,7,4,"null","null","null","null",128.53,0,0,0,0,0,151.03,2,28,30.261,151.57,10,5,13,16,1
0x035ebd096afa6b98372494c7f08f3402324117d3,0,1009.471989717,6,15,4,"null","null","null","null",78.7,0,0,0,0,0,0,9,20.125,64.874347826,388.91,6,8,11,78,9
0x071a704af5e1fdb36173ef9347b72ed790af968a,0,26.315876979,2,3,2,"null","null","null","null",10,0,0,0,0,0,10,4,70,6.579,33.1,5,1,8,5,1
0x041f6d90526f9a8ce3d0028d241c5a2e7835a0e6,0,"null","null","null","null","null","null","null","null","null",0,0,0,0,0,0,5,200.15625,4.761202186,899.03,860,32,13,1,1
0x02e7b714fae84e4ba80f3cda5508553e7cf5042a,0,"null","null","null","null",4226.38,1,1537.6,1,"null",0,0,0,0,0,0,2,28,2881.8575,4226.38,2,1,4,29,1
0x07d17a86767e5c3da77169e059b086c46b0a6ec8,0,1034.731650777,58,27,5,"null","null","null","null",16.55,0,0,0,0,0,0,4,45.581395,12.949642857,1392.25,88,43,13,6,1
0x0971f8288c19f16323052b468a7ccb39b71ff580,0,"null","null","null","null","null","null","null","null",119.73,0,0,0,0,0,119.73,2,28,153.4325,119.73,2,1,11,76,1
0x086d8c2f13a3764fa03f36362f5c56f995d823e8,0,939.079666753,4,4,2,"null","null","null","null",0,0,0,0,3,1,0,16,97.3,29.142241507,8210.06,543,50,7,2,1
0x00460f1472cb28307d4bde34a8964d3db9f527a2,2316.26,72879.59679282,76,35,6,"null","null","null","null",3467.21,2,189.2395,1,17,7,5188.78,21,58.333333,485.490447385,97340.087047267,302,60,13,1,4
0x0248d253fa65dbdb6a1cd246c822a1d7a21dec1a,0,5747.26765526,6,5,4,"null","null","null","null",0,0,0,0,0,0,19135.83,10,27.754386,1357.990840708,7492.71,93,57,13,1,7
0x07cbba5dee44b2ed6b7d7087b2812b95bf791c66,0,"null","null","null","null","null","null","null","null","null",0,0,0,0,0,0,2,133,4119.711052632,52637.84,18,1,7,50,2
0x0e0ee41547d5e0da762a8b4db911d0609fd4c62a,0,15815.622345023,58,30,6,"null","null","null","null",3087.93,14,1091.925924,2,213,13,3080.27,9,49.269231,203.960819672,21400.58,115,26,13,10,1
0x0264c4cabecafa630bf082155bd394eb6a48e7b8,313.78,685490.52854454,680,148,9,58.54,3,"null","null",14480.19,150,4575.7182,2,392,145,33621.12,23,451.637255,226.993057197,765125.905390029,2032,102,13,1,3
0x0b4f719952a27a0a53dc2ee647ee882101e5f4be,21.51,736585.655344535,157,116,11,"null","null","null","null",52525.36,3,579.351,1,1081,5,723492.19,12,73.956522,4046.442263374,1263299.18,343,69,13,1,6
0x040d875218292dac30c8df2fff1870966f7945c2,0,101.562212322,1,1,1,"null","null","null","null",0,0,0,0,0,0,0,5,10.818182,20.245882353,101.67,3,11,13,70,1
0x01b3acdc9a4a7b3b943bfd52052eff52707b1158,14.54,4254.465026647,88,44,6,"null","null","null","null",1401.5,0,0,0,5,1,557.58,21,114.851852,17.780993228,2932.99,96,27,12,1,7
0x087352faed67aab4994968e6566b8b975afbfd23,0,13646.637530863,48,59,7,"null","null","null","null",3469.16,0,0,0,6,1,2039.49,17,45.676768,104.996909422,19711.36012752,226,99,13,1,1
0x0098ba770688d29b82e675cc8a42f8172f31c6d0,0,"null","null","null","null","null","null","null","null","null",0,0,0,3,1,0,11,12.6,245.887777778,6773,16,30,13,2,1
0x078e32dacb6b5b6b6496d7dcd054dec5b67ac2a1,0,3389.63026,5,3,3,7500,7,"null","null",1659.95,0,0,0,0,0,2818.5,5,39.666667,775.098235294,9932.65,14,6,11,35,1
0x0a15af33a913bb782df3f2e05904f683e99b118b,0,1299.858403237,2,2,1,"null","null","null","null",0,0,0,0,15,1,0,3,28.777778,196.517702703,7675.52,34,18,13,19,3
0x0764dc400c280ff2b6d1f0582969c0c668271340,0,572.402101803,32,13,5,"null","null","null","null",84.62,0,0,0,1,1,92.31,6,20.78125,22.179652309,499.68,55,32,12,3,6
0x0bb37f7da693f3b7f9ad24d4c028272e3b3faf26,0,2204.846518133,56,28,5,"null","null","null","null",153.96,0,0,0,0,0,151.93,13,193.691489,8.517359161,10757.705440408,1039,94,12,1,1
0x05b4c67213a5d0e182478dcdf80d8899dbf63b60,0,3.103714885,1,1,1,"null","null","null","null",0,0,0,0,0,0,0,5,24.5,2.928928571,286.94,166,64,13,2,51
0x060667a46311126fed4f4bf4eea8ff6d4fa21a17,0,"null","null","null","null","null","null","null","null","null",0,0,0,0,0,3495.62,3,38.5,51047.927272727,4819.17,4,2,11,74,5
0x0716ed432e0f814e1646d660ec199fd098d18a4f,0,198.458597778,1,2,2,"null","null","null","null",0,0,0,0,0,0,85.51,3,17.5,68.862,173.13,3,2,12,83,1
0x01034f04d8b9d54d697e74ff65fe5dc04462468f,0,38.032378273,2,4,2,"null","null","null","null",11.56,0,0,0,0,0,0,2,14,3.735,14.94,3,2,4,31,1
0x092343181649803a385e5479dc7ec09f9dab03f3,0,9774.58661204,25,86,9,1021.35,8,"null","null",599.58,0,0,0,5,2,3860.92,19,43.115942,91.86845406,12563.39,96,69,13,1,1
0x041c60e0962f8d8791aa683cd450aec42d5ffca0,0,"null","null","null","null","null","null","null","null","null",0,0,0,0,0,24,3,49,88.845238095,927.73,12,3,11,15,1
0x02c2e025b219976c85b70a2e0cf110c97930e8c9,0,235.454931405,1,4,4,"null","null","null","null",0,0,0,0,0,0,0,3,9.333333,217.0025,493.52,2,3,13,89,1
0x025db86eb6e1537a935f338244e22ea2d9967693,0,13962.655985253,33,35,6,"null","null","null","null",2188.56,0,0,0,0,0,907.1,9,55.461538,335.732815534,16843.05,53,13,13,6,1
0x056a2310cdf4617d9197b502c2d275b6002c8e9b,0,33.090409135,1,1,1,"null","null","null","null",0,0,0,0,0,0,0,2,14,23.7975,66.73,2,2,10,70,2
0x07c8628457fd307a8fe9e666bf6f8e08c5a2f0ef,22.45,18404.024358031,165,165,10,3425.1,8,"null","null",5691.6,1,31.6706,1,157,6,5752.63,32,61.04,107.59529052,28800.44,540,75,13,2,36
0x051c2ae95d5a91169a4cf628fec1b46c0000166a,0,68765.370677436,783,285,11,1694,40,"null","null",4790.33,1,93.72,1,3,2,27470.23,24,147.456522,96.269699502,70988.276,741,92,12,1,1
0x0c4b8d429dba07c6d8cea5e7f20a911039e796e6,"null","null","null","null","null","null","null","null","null","null",0,0,0,0,0,85.76,2,14,42.89,85.78,2,1,9,62,2
0x0bccd4a3bb6325daf4a32d0243a2f693bcc6fb61,89.81,338.181958594,11,14,6,"null","null","null","null",30.58,0,0,0,0,0,75.76,20,34,85.929411765,490.87,30,14,12,1,20
0x075e767cfe343ebf8d3f63390dc38d8584eb9832,0,998.778609706,2,2,1,509.91,1,"null","null",49.99,0,0,0,0,0,2507.36,3,23.333333,501.472,2507.36,5,3,9,36,2
0x063b88d53d109c12ec21785c4e5e89bb71369432,0,296065.34413595,63,72,7,"null","null","null","null",940.05,0,0,0,321,2,0,10,53.9,3418.127467532,262399.53,83,20,13,6,8
0x0188d63ad3f38842382e9759be75fc911981efee,0,15303.774828151,84,57,8,26.39,1,"null","null",253.54,0,0,0,153,3,0,24,117.561644,64.536216257,31658.0127,727,73,13,1,1
0x0d35bbfd76791c9cc2b6213c9033ba2eb2cbef1a,0,5.377930354,5,5,4,"null","null","null","null",1.43,0,0,0,0,0,14.7,3,25.375,1.195862069,3.11,17,8,11,1,1
0x0ba2e1ed5157b2cb9083ed088e6a9d4db8d3a418,0,12347.932268833,33,26,6,"null","null","null","null",124.52,0,0,0,0,0,0,7,33.95,165.485463918,10968.06,91,40,13,2,1
0x06a0a5c658f94ceca096da9af7bef21a5083d212,0,17339.643946957,14,14,5,"null","null","null","null",1892.56,0,0,0,0,0,108.68,16,35.724138,257.821840394,13814.02,28,29,11,15,1
0x03c19126da6eac6bcfca972f8aa802fe60c9fd9e,0,5908.68649941,7,10,5,"null","null","null","null",0,0,0,0,0,0,0,4,21,965.308095238,6581.78,9,7,12,73,1
0x01ec4a63e8bd579e1a2cea4763cf3a5da5e48e8b,0,877.502491902,1,1,1,"null","null","null","null",877.5,0,0,0,0,0,878.82,2,28,439.475,879.07,2,1,10,71,9
0x02bac62d2f7e67e58e318cd9c2054a698efe4a2d,0,5.469419675,2,7,3,"null","null","null","null",0,0,0,0,0,0,0,2,70,6.825,0.84,2,1,11,76,19
0x05336e92edef2883d5cca2aaeee1b63187cef177,"null","null","null","null","null","null","null","null","null","null",0,0,0,0,0,549.99,1,14,274.995,549.99,2,1,"null","null",1
0x03735f1ee11d49edeb14301489fdb13e1a8fe284,0,168.182093861,1,1,1,"null","null","null","null",0,0,0,0,0,0,127.65,3,11.666667,82.266,295.85,3,3,13,80,1
0x09db8fc031836d93a9b6147c14f45d04917f511a,0,89855.974437645,66,41,8,"null","null","null","null",1257.71,0,0,0,8,5,6.37,21,65.068182,574.814046455,110149.49,286,88,13,1,1
0x0cf776d57e0223f47ed3a101927bb78d41ad8a13,0,58.719341074,1,3,2,"null","null","null","null",58.73,0,0,0,0,0,43.61,3,35,123.614,83.71,5,2,6,43,3
0x02a2eec1d6a5f4f341fd9eabad3d6f6b2961fb81,0,882.956961633,1,3,2,"null","null","null","null",882.9,0,0,0,1,1,588.74,2,11,1968.827272727,590.76,3,7,11,8,1
0x03edd76c30398a47b61857138d1197cad32db02f,0,"null","null","null","null","null","null","null","null","null",0,0,0,0,0,11997.19,1,35,4798.876,0,2,1,12,84,5
0x022c47a5c0a24de08155545136fafba4f80a2727,0,4189.197863762,13,25,5,"null","null","null","null",1025.28,0,0,0,7,3,1286.21,8,23.470588,242.402105263,6711.59,37,17,12,10,1
0x08496719b75d535ee320e8a8e9ab1e28b7a4ebce,"null","null","null","null","null","null","null","null","null","null",0,0,0,0,0,0,1,14,82.355,0,2,1,2,13,2
0x033afb990374dc12260ad362fab3d0a4885f3798,0,38.62,2,1,1,"null","null","null","null",0,0,0,0,4,1,0,4,13.125,52.899333333,810.57,6,8,8,23,1
0x0d459132aad7b70be5b77458429d93552c7e11a3,0,3158.932631567,13,22,6,409.14,3,"null","null",65.86,0,0,0,0,0,2250.4,7,39.5,92.687341772,2637.83,69,14,12,2,6
0x07625b96b5f1212c47c355f7ba2b738536add0dd,0,5156.778956339,5,15,4,290.66,3,300.27,2,1978.05,0,0,0,0,0,1434.58,4,32.375,169.26027027,2367.56,18,8,11,23,1
0x07ce5db5f75e58d657926b636b9ad3e3869c91b4,0,391487.055971638,11,8,3,"null","null","null","null",0,0,0,0,16,6,0,11,24.418605,5116.465733333,405459.72,71,43,12,15,1
0x057b0c29e35ff48f4cb5fc3427e480f99247eecb,0,2364.017636987,24,25,7,48.57,1,"null","null",0.9,0,0,0,2,2,0.73,8,28.903226,57.931315684,4351.199881218,95,62,12,2,1
0x0b493af26fa61e5ff84290ca934b7c85e3195505,0,20.645548237,1,2,2,"null","null","null","null",9.42,0,0,0,1,1,10,3,21,8.65,21.22,3,2,8,9,8
0x02aeb91289504e7ebba064471eb64cd4757d7aa6,0,"null","null","null","null","null","null","null","null","null",0,0,0,0,0,24,5,44.8,38.7884375,579.27,20,5,11,11,20
0x00c0118a4c8ceecc2453f2cae0e31ef35e752754,0,"null","null","null","null","null","null","null","null","null",0,0,0,0,0,2.5,4,42,4.373888889,38.77,9,3,11,15,8
0x00d3be15cc9a9d071b6810531fbac7938c50ac39,157.59,903588.919920281,366,146,9,1274.93,3,"null","null",4702.51,26,2267.74458,1,231,23,89653.67,43,149.55914,1015.251401461,944660.760857953,665,93,13,1,10
0x054e195fb76e5beadb8d11b835714f51b19a732e,0,"null","null","null","null","null","null","null","null","null",0,0,0,2,2,1146.58,5,10.5,247.202222222,1146.58,3,6,11,8,1
0x08b7d666480b140991a99181dab2a848375e348c,0,64526.108036333,63,154,10,214.29,3,"null","null",22268.73,3,1143.496,1,3,3,24155.65,15,46.5,437.859354839,69989.92,137,56,13,1,1
0x0b9e359142f20c7050fcd1d258b2708f5dc8970e,0,520.249634999,5,6,4,"null","null","null","null",135.26,0,0,0,3,1,267.82,10,20.424658,11.101690141,983.05,339,73,12,8,6
0x0921ae8da2b2274d25e621abaad1b76ebd6614fb,0,200.000624435,2,2,2,441.95,8,350.54,4,296.54,0,0,0,0,0,829.45,4,30.1,50.278139535,738.49,15,10,12,4,1
0x015f6fa175f5a997cddaacd764d3bc2df4185596,0,15.622459598,3,2,2,"null","null","null","null",0,0,0,0,0,0,0,5,33.297297,4.096704545,199.86,58,37,12,2,1
0x03f88fdaa9fb8a69161b9b49316434b95aac6d49,0,32672.416146179,71,77,6,401.39,2,"null","null",4989.63,3,259.11513,1,3,3,3213.75,16,54.537313,313.30697473,58696.96,283,67,13,1,3
0x0e1c46258a646cb045164606b88ae0aa965da67d,0,358.172952962,3,2,2,"null","null","null","null",0,0,0,0,0,0,0,2,21,120.946666667,358.3,3,2,1,6,7
0x04a0dba8adb7a365ac2dcee2fd79a20cb89ee447,0,1480.002425974,1,1,1,"null","null","null","null",0,0,0,0,0,0,0,2,17.5,1968.412,2416.04,2,2,11,77,2
0x03ddd5a675e2cfa35b9ae2b207a7dbd95fe24646,90.04,3405.735352733,23,42,10,249.95,5,3299.46,5,1936.15,0,0,0,1,1,20896.85,9,53.666667,328.502554348,29525.93,62,24,12,5,1
0x0c96abbd770faf3edb619c9b802bd73761ed1729,0,30960.370714703,42,46,7,0.92,1,"null","null",5208.26,0,0,0,3,3,14429.53,17,62.626667,407.871768567,84648.7,253,75,13,1,1
0x014c5abb73df0d99a9f32ec69f5537c63c4353c3,0,176.550642005,6,3,2,"null","null","null","null",40.05,0,0,0,0,0,40.04,5,23.153846,10.995813953,189.52,14,13,12,7,1
0x0b825cfb066825fbb9164ab100ed973fbfdb86d4,0,84.35478584,13,16,5,"null","null","null","null",39.47,0,0,0,0,0,29.1,15,168,5.668958333,38.54,16,2,3,21,2
0x02913a5bd98fceb2c225bf44d4b5ab6bb939afc1,0,"null","null","null","null","null","null","null","null","null",0,0,0,0,0,0,2,21,6.313333333,0,1,1,12,82,5
0x02c768720f2a3dfb96955746889e8c4d49a51f00,0,0.4576834703,1,1,1,"null","null","null","null",0,0,0,0,0,0,0,13,59.240741,6.030333269,1407.09,19,54,12,2,1
0x04d3673082123c5cd084bb1c5599df9ffa43373b,0,114.092671966,2,7,4,"null","null","null","null",49.38,0,0,0,0,0,0,2,21,27.006666667,54.81,2,1,9,61,2
0x02232aef5c8c964720eeff352461683e14437f89,0,"null","null","null","null","null","null","null","null","null",0,0,0,0,0,0,2,14,6507.1875,12948.39,1,2,2,15,1
0x0372fcee9db005c8f35393d33b7719aaa07307fe,0,878.610085221,1,6,2,"null","null","null","null",539.1,0,0,0,0,0,324.4,2,42,219.628333333,658.89,4,1,9,65,1
0x0bb3af56aca11237a5e7e8cf1c2ed395b0095721,0,28.136831142,2,2,2,"null","null","null","null",0,0,0,0,1,1,0,3,15.75,10.451111111,40.09,3,4,10,10,2
0x0a96b58d6dbc327529eb0127605dbef1935afe34,122.43,438230.636667784,307,140,9,960.62,5,"null","null",1461.88,0,0,0,647,12,0,17,120.5,599.871012054,472258.1915,547,98,13,1,4
0x0690c81adf13e743ef8e53c0b98b30464e59d8a5,0,4615.029390597,24,8,4,"null","null","null","null",0,0,0,0,11,1,0,6,53.2,41.471752256,4030.0822,216,35,13,5,19
0x0b496b39602fb463292562b3e86f5383ec152abb,0,5206.955184536,48,57,7,"null","null","null","null",1150.74,32,807.743751,1,22,10,1032.9,10,58.8,52.70702381,5783.6,159,30,13,27,1
0x022d3d5fd09251e0adc5a18f1d6fdf12386e5582,0,"null","null","null","null","null","null","null","null","null",0,0,0,0,0,0,6,13.588235,11.634242424,83.72,6,17,10,46,1
0x08842f0caaa4a18f6d55d8688766da912acd0f4c,0,325.106319797,1,1,1,"null","null","null","null",0,0,0,0,9,4,329.42,7,14.388889,55.021351351,684.37,11,18,10,9,1
0x0d4f743ad8aa5759d8d9e5536cfd86b609de7c29,0,12.329866074,1,1,1,"null","null","null","null",0,0,0,0,0,0,0,2,9,7.514444444,12.33,3,7,11,21,1
0x06055cd6db9a89926fef8140084690e81fbb6d7a,0,3419.656023796,20,18,6,"null","null","null","null",185.32,1,10.165,1,2,3,0,16,52.865672,38.552905138,9745.77,332,67,12,1,1
0x0067511915c1b98f89ef1407c008fc9a4ee800e6,0,47656.79637032,148,20,5,"null","null","null","null",1.23,0,0,0,0,0,0,19,86.086538,132.979007699,72853.23914356,336,104,13,1,1
0x005b09c3150d873ee317b8ce62460b3772cf3945,131.88,22199.18318878,220,159,9,171.18,3,"null","null",1483.54,6,162.744038,2,317,18,2274.07,40,91.512195,91.092345876,32652.64665,511,82,13,1,3
0x0a50193c407682c365431c5caf0fc5739a582f75,0,243.10555917,14,8,5,"null","null","null","null",1.25,0,0,0,0,0,0,3,23.545455,20.685135135,242.99,17,11,12,42,2
0x04cfc236bafb96ed2cf4966ee4d30aa274b11bcd,0,179687.178192766,126,71,9,"null","null","null","null",50592.26,0,0,0,1,1,12448.51,12,66.294118,487.517049689,62441.1,168,34,13,16,2
0x0c5f55c214423a7631f1d0baeeaa0bebda06d002,"null","null","null","null","null","null","null","null","null","null",0,0,0,0,0,0,2,14,279.865,0,2,1,11,78,1
